Z1YQ1	CC(CN)O
&G	CCN(CC)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](CC)CC)C=C3O2)C4=CC=CC=C4C(=O)N=C5C=C6C(=NC7=C(O6)C=C(C=C7)N(CC)CC)C8=CC=CC=C85.[Cl-]
T35 ANTJ F- CT6MV DMVTJ F- FT35 ANTJ	C1CC(N2C1C2)C3C(=O)NC(C(=O)N3)C4CCC5N4C5
Z1YQ1Q	C(C(CO)O)N
T C555 A AO DVOVTJ IE JE	C12C(C3C(C(C1O3)Br)Br)C(=O)OC2=O
T5SJ BYVZ- BT5SJ	C12C(C3C(C(C1O3)OC2=O)Cl)C(=O)O
L6Y DYTJ AUYCN&CN DUYCN&CN	C1CC(=C(C#N)C#N)CCC1=C(C#N)C#N
G-PB-3&3&3	CCC[Pb](CCC)(CCC)Cl
I1X1I1I1I	C(C(CI)(CI)CI)I
NC2N1&2CN	CN(CCC#N)CCC#N
OPGR&R	C1=CC=C(C=C1)P(=O)(C2=CC=CC=C2)Cl
ZMVMZ	C(=O)(NN)NN
T5MVOTJ	C1COC(=O)N1
T6N DOTJ A3OR DO4 &GH	CCCCOC1=CC=C(C=C1)OCCCN2CCOCC2.Cl
GV4G	C(CCCl)CC(=O)Cl
T56 BO DO CHJ G2Z &GH	C1OC2=C(O1)C=C(C=C2)CCN.Cl
WSR&MR	C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC=C2
QBQR DG	B(C1=CC=C(C=C1)Cl)(O)O
T6NJ DV2	CCC(=O)C1=CC=NC=C1
Q2O2N1&1	CN(C)CCOCCO
WSR&N2&2	CCN(CC)S(=O)(=O)C1=CC=CC=C1
1X1&1&R BQ CX1&1&1 E1R B1 D1 F1 C1R DQ CX1&1&1 EX1&1&1 E1R DQ CX1&1&1 EX1&1&1	CC1=C(C(=C(C(=C1CC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C)C)CC3=CC(=C(C(=C3)C(C)(C)C)O)C(C)(C)C)C)CC4=CC(=C(C(=C4)C(C)(C)C)O)C(C)(C)C
2N2&2OR BR &GH	CCN(CC)CCOC1=CC=CC=C1C2=CC=CC=C2.Cl
1U2OR	C=CCOC1=CC=CC=C1
OS1&1&1 &Q &I	C[S+](=O)(C)C.[I-]
QR BVN1&1	CN(C)C(=O)C1=CC=CC=C1O
WSQYVQ14	CCCCCCCCCCCCCCC(C(=O)O)S(=O)(=O)O
QR BVM1	CNC(=O)C1=CC=CC=C1O
1VS2K1&1&1 &I	CC(=O)SCC[N+](C)(C)C.[I-]
NC8CN	C(CCCCC#N)CCCC#N
L D6 B666J GF J1	CC1=C2C=C(C=CC2=CC3=C1C=CC4=CC=CC=C43)F
GYGU1SPO&O2&O2	CCOP(=O)(OCC)SC=C(Cl)Cl
L B666J DZ	C1=CC=C2C(=C1)C=CC3=C2C=C(C=C3)N
GV1YVGU1	C=C(CC(=O)Cl)C(=O)Cl
QR DM1 &S-O4	CNC1=CC=C(C=C1)O.OS(=O)(=O)O
ER DSWM2	CCNS(=O)(=O)C1=CC=C(C=C1)Br
T6NJ C1 DZ	CC1=C(C=CN=C1)N
AL D6 B666J C1 EF J1	CC1=C2C=CC=C(C2=C(C3=C1C=CC4=CC=CC=C43)C)F
Z2R CO1	COC1=CC=CC(=C1)CCN
ZSWR DN2G2G	C1=CC(=CC=C1N(CCCl)CCCl)S(=O)(=O)N
ZVR DN2G2G	C1=CC(=CC=C1C(=O)N)N(CCCl)CCCl
T66 BN EN GNJ CQ DQ	C1=CC2=C(NC(=O)C(=O)N2)N=C1
VH1OR	C1=CC=C(C=C1)OCC=O
T6SW CSW ESWTJ	C1S(=O)(=O)CS(=O)(=O)CS1(=O)=O
SCNR DN1&1	CN(C)C1=CC=C(C=C1)N=C=S
L6V DYJ DUNR DN1&1	CN(C)C1=CC=C(C=C1)N=C2C=CC(=O)C=C2
ZVM2R	C1=CC=C(C=C1)CCNC(=O)N
ZVM6	CCCCCCNC(=O)N
L6V DVJ BN2G2G E1	CC1=CC(=O)C(=CC1=O)N(CCCl)CCCl
1S1&1 &I	C[S+](C)C.[I-]
1-SB-1&1&1 &Q &I	C[Sb+](C)(C)C.[I-]
1VMR C1 D1	CC1=C(C=C(C=C1)NC(=O)C)C
ZR DN2&2 &GH	CCN(CC)C1=CC=C(C=C1)N.Cl
T C676 BK&T&J BO B3N1&1	CN(C)CCC[N+]1(C2=CC=CC=C2CCC3=CC=CC=C31)[O-]
T6M DNTJ DR &GH	C1CN(CCN1)C2=CC=CC=C2.Cl
L566 1A L CV DHJ	C1C2=CC=CC3=C2C(=CC=C3)C1=O
O-SN-5&5	CCCCC[Sn](=O)CCCCC
1U1VO2OV1U1	C=CC(=O)OCCOC(=O)C=C
2N2&2OVXQR DO1&R DO1 &GH	CCN(CC)CCOC(=O)C(C1=CC=C(C=C1)OC)(C2=CC=C(C=C2)OC)O.Cl
T6N CNJ BZ DZ ENO FQ	C1(=C(N=C(NC1=O)N)N)N=O
SCNR CG	C1=CC(=CC(=C1)Cl)N=C=S
SHR DX1&1&1	CC(C)(C)C1=CC=C(C=C1)S
T56 BM DNJ C3Q	C1=CC=C2C(=C1)NC(=N2)CCCO
T56 BVNVJ C2VH	C1=CC=C2C(=C1)C(=O)N(C2=O)CCC=O
L6TJ ASZW	C1CCC(CC1)S(=O)(=O)N
ZVR BO1	COC1=CC=CC=C1C(=O)N
2VO2K1&1&1 &I	CCC(=O)OCC[N+](C)(C)C.[I-]
1Y1&OPS&GOY1&1	CC(C)OP(=S)(OC(C)C)Cl
GXGGSSSXGGG	C(SSSC(Cl)(Cl)Cl)(Cl)(Cl)Cl
GR BG DG EOPZS&O1	COP(=S)(N)OC1=CC(=C(C=C1Cl)Cl)Cl
ZV2N2VZ2VZ	C(CN(CCC(=O)N)CCC(=O)N)C(=O)N
1R BOBOR B1&OR B1	B(OC1=CC=CC=C1C)(OC2=CC=CC=C2C)OC3=CC=CC=C3C
T C666 BN ISJ FN1&1 GNW LN1&1 &Q &G	CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C(=C3S2)[N+](=O)[O-].[Cl-]
ZR D3	CCCC1=CC=C(C=C1)N
2N2&VR B1	CCN(CC)C(=O)C1=CC=CC=C1C
2N2&VR D1	CCN(CC)C(=O)C1=CC=C(C=C1)C
L56 BV DV CHJ CV2	CCC(=O)C1C(=O)C2=CC=CC=C2C1=O
4MVR	CCCCNC(=O)C1=CC=CC=C1
ZR BG DG FVQ	C1=C(C=C(C(=C1C(=O)O)N)Cl)Cl
T56 BM DN FNVNVJ CY1&1 F1 H1	CC(C)C1=NC2=C(N1)C(=O)N(C(=O)N2C)C
T56 BM DN FNVNVJ C3 F1 H1	CCCC1=NC2=C(N1)C(=O)N(C(=O)N2C)C
QVR B1VR	C1=CC=C(C=C1)C(=O)CC2=CC=CC=C2C(=O)O
T56 BVNVJ C1VH	C1=CC=C2C(=C1)C(=O)N(C2=O)CC=O
WNR CF FVH	C1=CC(=C(C=C1F)[N+](=O)[O-])C=O
Z2OSS&O&O&O	C(CSS(=O)(=O)O)N
NCPR&CN	C1=CC=C(C=C1)P(C#N)C#N
QR DYR DQ&XGGG	C1=CC(=CC=C1C(C2=CC=C(C=C2)O)C(Cl)(Cl)Cl)O
ZR DSCN	C1=CC(=CC=C1N)SC#N
NC1MR	C1=CC=C(C=C1)NCC#N
13VN1&1	CCCCCCCCCCCCCC(=O)N(C)C
L6TJ AO2CN BO2CN CO2CN DO2CN EO2CN FO2CN	C(COC1C(C(C(C(C1OCCC#N)OCCC#N)OCCC#N)OCCC#N)OCCC#N)C#N
2OPO&O2&OR DS1	CCOP(=O)(OCC)OC1=CC=C(C=C1)SC
OP6&6&6	CCCCCCP(=O)(CCCCCC)CCCCCC
QV1M2CN	C(CNCC(=O)O)C#N
NC2O2U1	C=CCOCCC#N
ZR DQ B1 F1	CC1=CC(=CC(=C1N)C)O
WSR&1R	C1=CC=C(C=C1)CS(=O)(=O)C2=CC=CC=C2
4P4&4&4 &E	CCCC[P+](CCCC)(CCCC)CCCC.[Br-]
ZSWR DCN	C1=CC(=CC=C1C#N)S(=O)(=O)N
Z2R BO1 EO1 &GH	COC1=CC(=C(C=C1)OC)CCN.Cl
1VO-I-R &OV1 &5/10	CC(=O)OI(C1=CC=CC=C1)OC(=O)C
WNR DQ CO1	COC1=C(C=CC(=C1)[N+](=O)[O-])O
WNR DOPO&OY1&1&OY1&1	CC(C)OP(=O)(OC1=CC=C(C=C1)[N+](=O)[O-])OC(C)C
SUYO2&SVO2	CCOC(=O)SC(=S)OCC
ZMVR DO1	COC1=CC=C(C=C1)C(=O)NN
QR B1 F2U1	CC1=C(C(=CC=C1)CC=C)O
QR CQ EQ BE DE FE	C1(=C(C(=C(C(=C1Br)O)Br)O)Br)O
T5NVOTJ A2Q	C1COC(=O)N1CCO
L B666J EZ	C1=CC=C2C(=C1)C=CC3=C2C=CC(=C3)N
ER DSWM3	CCCNS(=O)(=O)C1=CC=C(C=C1)Br
MUYZS12 &GH	CCCCCCCCCCCCSC(=N)N.Cl
G-SN-G8&8	CCCCCCCC[Sn](CCCCCCCC)(Cl)Cl
T56 BN DNJ B1 C3VQ GN2G2G &GH	CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O.Cl
MUYZS12 &EH	CCCCCCCCCCCCSC(=N)N.Br
T5N CSJ BS2U1	C=CCSC1=NCCS1
T5N CS AUTJ BS2U1	C=CCSC1=NCCS1
F-SN-F1&1	C[Sn](C)(F)F
QR D2N1&1 &S-O4	CN(C)CCC1=CC=C(C=C1)O.OS(=O)(=O)O
T6N DOTJ A2G &GH	C1COCCN1CCCl.Cl
T5N CSJ BMVO2	CCOC(=O)NC1=NC=CS1
GR BG D1PR&R&R &G	C1=CC=C(C=C1)[P+](CC2=CC(=C(C=C2)Cl)Cl)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-]
T C676 BN&T&J B3- AT6N DNTJ D2Q	C1CC2=CC=CC=C2N(C3=CC=CC=C31)CCCN4CCN(CC4)CCO
T C666 BN ISJ B3N1&1 EG GG	CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3Cl)Cl
T5OSOTJ BO	C1COS(=O)O1
WSQS2M10	CCCCCCCCCCNCCSS(=O)(=O)O
T C666 BN ISJ ESWN1&1 B3- AT6N DNTJ DSW1	CN(C)S(=O)(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)S(=O)(=O)C
ONN1&VR BVN1&NO	CN(C(=O)C1=CC=CC=C1C(=O)N(C)N=O)N=O
L6V DVJ BZ CG EZ FG	C1(=C(C(=O)C(=C(C1=O)Cl)N)Cl)N
Q-AS-QO&R D1	CC1=CC=C(C=C1)[As](=O)(O)O
Q-AS-QO&R B1	CC1=CC=CC=C1[As](=O)(O)O
GR BG DG EOPO&O1&O1	COP(=O)(OC)OC1=CC(=C(C=C1Cl)Cl)Cl
WNR BQ CNW EY1&1	CC(C)C1=CC(=C(C(=C1)[N+](=O)[O-])O)[N+](=O)[O-]
WNR BQ E2 CNW	CCC1=CC(=C(C(=C1)[N+](=O)[O-])O)[N+](=O)[O-]
1M2R &GH	CNCCC1=CC=CC=C1.Cl
GYGVOVYGG	C(C(=O)OC(=O)C(Cl)Cl)(Cl)Cl
T5VNVTJ BR& DSH	C1CC(=S)N(C1=O)C2=CC=CC=C2
T5VNVTJ BR DO1& DSH	COC1=CC=C(C=C1)N2C(=O)CCC2=S
2UU1N2&2	CCN(CC)C#CC
QVR BQ DMV1I	C1=CC(=C(C=C1NC(=O)CI)O)C(=O)O
MUYZS1R DNW &GH	C1=CC(=CC=C1CSC(=N)N)[N+](=O)[O-].Cl
Q1YU1&1X1&1&1	CC(C)(C)CC(=C)CO
T56 BO DO CHJ HCN	C1OC2=C(O1)C=C(C=C2)C#N
ZR BVMR	C1=CC=C(C=C1)NC(=O)C2=CC=CC=C2N
L6TJ AOPO&O2&O2	CCOP(=O)(OCC)OC1=CCCCC1
T6NJ BG ENW	C1=CC(=NC=C1[N+](=O)[O-])Cl
T6K CUTJ A1 A1 CVO1 &I	C[N+]1(CCC=C(C1)C(=O)OC)C.[I-]
QPQO&14	CCCCCCCCCCCCCCP(=O)(O)O
T6KJ A1 CVO1 &Q &I	C[N+]1=CC=CC(=C1)C(=O)OC.[I-]
ZVYR&R	C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)N
OPR&MR&MR	C1=CC=C(C=C1)NP(=O)(C2=CC=CC=C2)NC3=CC=CC=C3
ZVMV1G	C(C(=O)NC(=O)N)Cl
T66 BNJ BO C1 ENW	CC1=[N+](C2=CC=CC=C2C(=C1)[N+](=O)[O-])[O-]
T5NNV DHJ BR& ER	C1C(=NN(C1=O)C2=CC=CC=C2)C3=CC=CC=C3
T56 BM DNJ C1G	C1=CC=C2C(=C1)NC(=N2)CCl
T6N DOTJ APO&OR&- AT6N DOTJ	C1COCCN1P(=O)(N2CCOCC2)OC3=CC=CC=C3
OPGGN2G2F	C(CF)N(CCCl)P(=O)(Cl)Cl
Z3E &EH	C(CN)CBr.Br
T6KJ A1R CVZ &G	C1=CC=C(C=C1)C[N+]2=CC=CC(=C2)C(=O)N.[Cl-]
L B656 HHJ EMV1 KG	CC(=O)NC1=CC2=C(C=C1)C3=C(C2)C=C(C=C3)Cl
QPQO&12	CCCCCCCCCCCCP(=O)(O)O
T56 BM DN FYN HNJ FUM H1	CN1C=NC2=C(C1=N)NC=N2
T6NMV FUTJ F1	CC1=NNC(=O)CC1
T66 BN ENJ CVZ	C1=CC=C2C(=C1)N=CC(=N2)C(=O)N
2OV1S1&1 &Q &E	CCOC(=O)C[S+](C)C.[Br-]
L6TJ AOV1 A1UU1	CC(=O)OC1(CCCCC1)C#C
L55 A CUTJ FVQ	C1C2CC(C1C=C2)C(=O)O
Q1YQ1O2U1	C=CCOCC(CO)O
4YEVO2	CCCCC(C(=O)OCC)Br
4OYO4	CCCCOC(C)OCCCC
L C655 A DV GV EU JUTJ	C1C2C=CC1C3C2C(=O)C=CC3=O
T6N DOTJ A8VQ	CCCCCCCCC(=O)N1CCOCC1
T56 BSJ CG DG	C1=CC=C2C(=C1)C(=C(S2)Cl)Cl
T56 BVNVJ C- BL66J	C1=CC=C2C(=C1)C=CC=C2N3C(=O)C4=CC=CC=C4C3=O
ZVMYZUM &WSQQ	C(=NC(=O)N)(N)N.OS(=O)(=O)O
NCSR DMR DSCN	C1=CC(=CC=C1NC2=CC=C(C=C2)SC#N)SC#N
10SYM2&UN2 &GH	CCCCCCCCCCSC(=NCC)NCC.Cl
14SYM1&UN1 &HI	CCCCCCCCCCCCCCSC(=NC)NC.I
14SYM2&UN2 &GH	CCCCCCCCCCCCCCSC(=NCC)NCC.Cl
16SYM1&UN &HI	CCCCCCCCCCCCCCCCSC(=NC)NC.I
16SYM2&UN2 &IH	CCCCCCCCCCCCCCCCSC(=NCC)NCC.I
WSR&M2	CCNS(=O)(=O)C1=CC=CC=C1
T66 BNJ DE JNW	C1=CC2=CC(=CN=C2C(=C1)[N+](=O)[O-])Br
T5SJ BNW DNW	C1=C(SC=C1[N+](=O)[O-])[N+](=O)[O-]
NCS10	CCCCCCCCCCSC#N
MUYZS14 &GH	CCCCCCCCCCCCCCSC(=N)N.Cl
MUYZS10 &GH	CCCCCCCCCCSC(=N)N.Cl
QR BG DG EOV1	CC(=O)OC1=CC(=C(C=C1Cl)Cl)Cl
12SYM2&UN2 &HI	CCCCCCCCCCCCSC(=NCC)NCC.I
12SYM1&UN1 &HI	CCCCCCCCCCCCSC(=NC)NC.I
QV2SYZUM	C(CSC(=N)N)C(=O)O
Q2R DX1&1&1	CC(C)(C)C1=CC=C(C=C1)CCO
WNR B-AS-QQO	C1=CC=C(C(=C1)[N+](=O)[O-])[As](=O)(O)O
Q-AS-QO&R C1	CC1=CC(=CC=C1)[As](=O)(O)O
12SYM1&UN1 &GH	CCCCCCCCCCCCSC(=NC)NC.Cl
WNMYUM&M1R	C1=CC=C(C=C1)CN=C(N)N[N+](=O)[O-]
WNR CNW DSO&2G	C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])S(=O)CCCl
QPQO&R CG	C1=CC(=CC(=C1)Cl)P(=O)(O)O
QPQO&R DG	C1=CC(=CC=C1P(=O)(O)O)Cl
Q-AS-QO&R DG	C1=CC(=CC=C1Cl)[As](=O)(O)O
1Y1&MVR	CC(C)NC(=O)C1=CC=CC=C1
1U2OV1O1VO2U1	C=CCOC(=O)COCC(=O)OCC=C
MUYZS2N2&2 &GH	CCN(CC)CCSC(=N)N.Cl
T5OTJ B2OV2	CCC(=O)OCCCC1CCCO1
T66 BN DN IU CH&TJ CQ D1 EZ	CC1=C(C2=C(CCC2)NC1=O)N
1VOYOV1&YGU1	CC(=O)OC(C(=C)Cl)OC(=O)C
QBQR DE	B(C1=CC=C(C=C1)Br)(O)O
WNYR&U1	C=C(C1=CC=CC=C1)[N+](=O)[O-]
T6K DOTJ A2Q A2Q &Q &G	C1COCC[N+]1(CCO)CCO.[Cl-]
T6N DNTJ AVO2 DVO2	CCOC(=O)N1CCN(CC1)C(=O)OCC
WNR DS2G	C1=CC(=CC=C1[N+](=O)[O-])SCCCl
RMPO&GMR	C1=CC=C(C=C1)NP(=O)(NC2=CC=CC=C2)Cl
ZNR&1R &GH	C1=CC=C(C=C1)CN(C2=CC=CC=C2)N.Cl
QBQR D1	B(C1=CC=C(C=C1)C)(O)O
VHR DO3	CCCOC1=CC=C(C=C1)C=O
WNR DOPS&3&3	CCCP(=S)(CCC)OC1=CC=C(C=C1)[N+](=O)[O-]
Z1R CO1 DO1	COC1=C(C=C(C=C1)CN)OC
L6TJ AQ A1UU2UU1- AL6TJ AQ	C1CCC(CC1)(C#CC#CC2(CCCCC2)O)O
T56 BM DN FNVNVJ C2 F1 H1	CCC1=NC2=C(N1)C(=O)N(C(=O)N2C)C
T56 BM DN FNVNVJ C1Y1&1 F1 H1	CC(C)CC1=NC2=C(N1)C(=O)N(C(=O)N2C)C
L3TJ AXQR&R	C1CC1C(C2=CC=CC=C2)(C3=CC=CC=C3)O
Q2OR DG C1 E1	CC1=CC(=CC(=C1Cl)C)OCCO
3OV2VN2&2	CCCOC(=O)CCC(=O)N(CC)CC
L6VTJ B2CN B2CN F2CN F2CN	C1CC(C(=O)C(C1)(CCC#N)CCC#N)(CCC#N)CCC#N
T C666 BN ISJ B2N1&1	CN(C)CCN1C2=CC=CC=C2SC3=CC=CC=C31.Cl
G1SWR DG	C1=CC(=CC=C1S(=O)(=O)CCl)Cl
Q1YGU1	C=C(CO)Cl
QVR D1 CN2G2G	CC1=C(C=C(C=C1)C(=O)O)N(CCCl)CCCl
ZVO1X2&2&1OVZ	CCC(CC)(COC(=O)N)COC(=O)N
1OYO1&1U1	COC(C=C)OC
ZR DN2&2 &S-O4	CCN(CC)C1=CC=C(C=C1)N.OS(=O)(=O)O
T5OJ B2V2- BT5OJ	C1=COC(=C1)CCC(=O)CCC2=CC=CO2
QVR BOV1G	C1=CC=C(C(=C1)C(=O)O)OC(=O)CCl
T6N DNTJ AVR& DVR	C1CN(CCN1C(=O)C2=CC=CC=C2)C(=O)C3=CC=CC=C3
GXGGYQXGGG	C(C(Cl)(Cl)Cl)(C(Cl)(Cl)Cl)O
Q-AS-QO&R DO2	CCOC1=CC=C(C=C1)[As](=O)(O)O
QR DQ CSYZUM &GH	C1=CC(=C(C=C1O)SC(=N)N)O.Cl
VH1Y1&1VH	CC(CC=O)CC=O
VHO3O3OR	C1=CC=C(C=C1)OCCCOCCCOC=O
QR DG CXFFF	C1=CC(=C(C=C1O)C(F)(F)F)Cl
G-AS-G2SW2-AS-GG	C(C[As](Cl)Cl)S(=O)(=O)CC[As](Cl)Cl
T56 BN DSJ CS1VQ	C1=CC=C2C(=C1)N=C(S2)SCC(=O)O
I1V1I	C(C(=O)CI)I
WNR CG DG FNW	C1=C(C(=CC(=C1Cl)Cl)[N+](=O)[O-])[N+](=O)[O-]
Q-AS-QO&R DO1	COC1=CC=C(C=C1)[As](=O)(O)O
T5NTJ A2VO2	CCOC(=O)CCN1CCCC1
QV1OR DVR	C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)OCC(=O)O
T6MVVVNJ FMR DSWR DZ	C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N=C3NC(=O)C(=O)C(=O)N3
WSQR DMYUM&MYZUM	C1=CC(=CC=C1N=C(N)N=C(N)N)S(=O)(=O)O
WNR DQ CVMR DG	C1=CC(=CC=C1NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])O)Cl
WNR BQ CVMR DG	C1=CC(=C(C(=C1)[N+](=O)[O-])O)C(=O)NC2=CC=C(C=C2)Cl
WNR DQ CVMR CG	C1=CC(=CC(=C1)Cl)NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])O
OS1&R DOPO&O2&O2	CCOP(=O)(OCC)OC1=CC=C(C=C1)S(=O)C
ZR BQ D1 E1	CC1=CC(=C(C=C1C)O)N
T6NVNVJ A1 C1 ENO FZ	CN1C(=C(C(=O)N(C1=O)C)N=O)N
T6NJ BG CQ	C1=CC(=C(N=C1)Cl)O
T6N CN ENTJ AR D1& CR D1& ER D1	CC1=CC=C(C=C1)N2CN(CN(C2)C3=CC=C(C=C3)C)C4=CC=C(C=C4)C
NCS6	CCCCCCSC#N
QPQO&10	CCCCCCCCCCP(=O)(O)O
T6NJ CVO4	CCCCOC(=O)C1=CN=CC=C1
T66 BNJ G1R& JQ	C1=CC=C(C=C1)CC2=C3C=CC=NC3=C(C=C2)O
ONN1&3N1&NO	CN(CCCN(C)N=O)N=O
L C676&T&J BZ	C1CC2=CC=CC=C2C(C3=CC=CC=C31)N
GR CO1 EO1	COC1=CC(=CC(=C1)Cl)OC
T5NNJ AR& C1CN DCN EZ	C1=CC=C(C=C1)N2C(=C(C(=N2)CC#N)C#N)N
1N1&NUNR D1	CC1=CC=C(C=C1)N=NN(C)C
1N1&NUNR DO1	CN(C)N=NC1=CC=C(C=C1)OC
WNR DNUNN1&1	CN(C)N=NC1=CC=C(C=C1)[N+](=O)[O-]
ER DNUNN1&1	CN(C)N=NC1=CC=C(C=C1)Br
QMVMR	C1=CC=C(C=C1)NC(=O)NO
T6NJ AO B1 DNUNR B1 DN1&1	CC1=C(C=CC(=C1)N(C)C)N=NC2=CC(=[N+](C=C2)[O-])C
T6N DOTJ APO&OR&OR	C1COCCN1P(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3
ZVNQ2	CCN(C(=O)N)O
ZVNQ1	CN(C(=O)N)O
T56 ANNNN&TJ	C1CCN2C(=NN=N2)C1
T6NJ BMVR DZ	C1=CC=NC(=C1)NC(=O)C2=CC=C(C=C2)N
QR DN1R&1R	C1=CC=C(C=C1)CN(CC2=CC=CC=C2)C3=CC=C(C=C3)O
L D6 B666J JCN	C1=CC=C2C(=C1)C=CC3=C(C4=CC=CC=C4C=C32)C#N
OP2&2&OPO&2&2	CCP(=O)(CC)OP(=O)(CC)CC
L D6 B666J JVH	C1=CC=C2C(=C1)C=CC3=C(C4=CC=CC=C4C=C32)C=O
Q1P1Q1Q1Q &OV1	CC(=O)[O-].C(O)[P+](CO)(CO)CO
1R COPS&SHOR C1	CC1=CC(=CC=C1)OP(=S)(OC2=CC=CC(=C2)C)S
11OPQO&O11	CCCCCCCCCCCOP(=O)(O)OCCCCCCCCCCC
T5SYNV EHJ BUS C2	CCN1C(=O)CSC1=S
T5MVMV EHJ E2 E1	CCC1(C(=O)NC(=O)N1)C
ZR CE D1	CC1=C(C=C(C=C1)N)Br
2VO5OV2	CCC(=O)OCCCCCOC(=O)CC
NC2PO&O2&O2	CCOP(=O)(CCC#N)OCC
NC2VO2	CCOC(=O)CCC#N
3N3&V2VO2	CCCN(CCC)C(=O)CCC(=O)OCC
Q3O4	CCCCOCCCO
2OPZO&S1	CCOP(=O)(N)SC
WSQS1YZUM	C(C(=N)N)SS(=O)(=O)O
SC G3	Cl[Sc](Cl)Cl
1VN1R&1R	CC(=O)N(CC1=CC=CC=C1)CC2=CC=CC=C2
WNR BQ CVMR DI	C1=CC(=C(C(=C1)[N+](=O)[O-])O)C(=O)NC2=CC=C(C=C2)I
1Y1&O1YQ1OY1&1	CC(C)OCC(COC(C)C)O
T5SYNV EHJ BUS CR DG	C1C(=O)N(C(=S)S1)C2=CC=C(C=C2)Cl
2N2&NUNR	CCN(CC)N=NC1=CC=CC=C1
ONN1&VM1	CNC(=O)N(C)N=O
NCS1R DNW	C1=CC(=CC=C1CSC#N)[N+](=O)[O-]
ONN1&1VO2	CCOC(=O)CN(C)N=O
L D6 B666J C J1G	CC1=C2C(=C(C3=CC=CC=C13)CCl)C=CC4=CC=CC=C42
1V2VN1&1	CC(=O)CCC(=O)N(C)C
VA E3	[V](Br)(Br)Br
T56 BM DN FNVMVJ FQ	C1=NC2=C(N1)C(=O)NC(=O)N2O
T6NJ AO DNUNR DN1&1	CN(C)C1=CC=C(C=C1)N=NC2=CC=[N+](C=C2)[O-]
WSR&MR DR	C1=CC=C(C=C1)C2=CC=C(C=C2)NS(=O)(=O)C3=CC=CC=C3
L6TJ AMVNNO&2F	C1CCC(CC1)NC(=O)N(CCF)N=O
T66 BNJ EMY1&3N2&2 IG &P2-O6	CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl.OP(=O)(O)O
ZR CVMR	C1=CC=C(C=C1)NC(=O)C2=CC(=CC=C2)N
1UU1VO2U1	C=CCOC(=O)C#C
T6NJ DMVR D1	CC1=CC=C(C=C1)C(=O)NC2=CC=NC=C2
T66 BNJ B2U1 C1 &E &6/18	CC1=[N+](C2=CC=CC=C2C=C1)CC=C.[Br-]
Z2OBO2Z&O2Z	B12OCCN(CCO1)CCO2
L6V DVJ BN2G2G EG	C1=C(C(=O)C=C(C1=O)Cl)N(CCCl)CCCl
T6N CN ENTJ A3N1&1 C3N1&1 E3N1&1	CN(C)CCCN1CN(CN(C1)CCCN(C)C)CCCN(C)C
1MNUNR	CN=NNC1=CC=CC=C1
WSR&2U1	C=CCS(=O)(=O)C1=CC=CC=C1
T4OVTJ CR& CR	C1C(C(=O)O1)(C2=CC=CC=C2)C3=CC=CC=C3
1U2OYO2U1&YO2U1&O2U1	C=CCOC(C(OCC=C)OCC=C)OCC=C
4O2O2OVR BVO2O2O4	CCCCOCCOCCOC(=O)C1=CC=CC=C1C(=O)OCCOCCOCCCC
T6NVMVTJ ANO	C1CN(C(=O)NC1=O)N=O
MUYZS16 &EH	CCCCCCCCCCCCCCCCSC(=N)N.Br
L6TJ AQ A1UU1 B1	CC1CCCCC1(C#C)O
MUYZM3YZVQ &GH	C(CC(C(=O)O)N)CN=C(N)N
QR BQ D2M1 &GH	CNCCC1=CC(=C(C=C1)O)O.Cl
T8NTJ A2MYZUM & 2WSQQ	C1CCCN(CCC1)CCN=C(N)N.OS(=O)(=O)O
1YR&N1&1	CC(C1=CC=CC=C1)N(C)C
L6YYTJ AUNQ BUNQ D1	CC1CCC(=NO)C(=NO)C1
T5VOVTJ D10	CCCCCCCCCCC1CC(=O)OC1=O
L6V DVJ BSR& ESR	C1=CC=C(C=C1)SC2=CC(=O)C(=CC2=O)SC3=CC=CC=C3
T6KJ A1VO2 &Q &E	CCOC(=O)C[N+]1=CC=CC=C1.[Br-]
ZR D1PO&O2&O2	CCOP(=O)(CC1=CC=C(C=C1)N)OCC
ZR DR DZ &S-O4	C1=CC(=CC=C1C2=CC=C(C=C2)N)N.OS(=O)(=O)O
ONN1&VMR	CN(C(=O)NC1=CC=CC=C1)N=O
